Freq.	I(Ldrive)
1.11429453359173e+003	4.06423317810191e-003,4.27142892443151e-002
1.11686324778056e+003	4.09078973348960e-003,4.28554377507502e-002
1.11943788346715e+003	4.11756339283996e-003,4.29972847636696e-002
1.12201845430196e+003	4.14455642942258e-003,4.31398355730031e-002
1.12460497396692e+003	4.17177114626379e-003,4.32830955228997e-002
1.12719745617551e+003	4.19920987661637e-003,4.34270700124119e-002
1.12979591467279e+003	4.22687498443611e-003,4.35717644961943e-002
1.13240036323555e+003	4.25476886486707e-003,4.37171844852082e-002
1.13501081567231e+003	4.28289394473765e-003,4.38633355474380e-002
1.13762728582343e+003	4.31125268306426e-003,4.40102233086205e-002
1.14024978756117e+003	4.33984757156398e-003,4.41578534529826e-002
1.14287833478977e+003	4.36868113517873e-003,4.43062317239912e-002
1.14551294144553e+003	4.39775593260691e-003,4.44553639251144e-002
1.14815362149688e+003	4.42707455684654e-003,4.46052559205941e-002
1.15080038894443e+003	4.45663963574852e-003,4.47559136362311e-002
1.15345325782109e+003	4.48645383257868e-003,4.49073430601804e-002
1.15611224219210e+003	4.51651984659284e-003,4.50595502437609e-002
1.15877735615512e+003	4.54684041362088e-003,4.52125413022752e-002
1.16144861384034e+003	4.57741830666288e-003,4.53663224158444e-002
1.16412602941049e+003	4.60825633649562e-003,4.55208998302531e-002
1.16680961706096e+003	4.63935735229187e-003,4.56762798578096e-002
1.16949939101987e+003	4.67072424225041e-003,4.58324688782184e-002
1.17219536554813e+003	4.70235993423890e-003,4.59894733394668e-002
1.17489755493953e+003	4.73426739644837e-003,4.61472997587234e-002
1.17760597352080e+003	4.76644963806136e-003,4.63059547232532e-002
1.18032063565173e+003	4.79890970993147e-003,4.64654448913454e-002
1.18304155572516e+003	4.83165070527726e-003,4.66257769932562e-002
1.18576874816716e+003	4.86467576038970e-003,4.67869578321651e-002
1.18850222743701e+003	4.89798805535194e-003,4.69489942851489e-002
1.19124200802737e+003	4.93159081477517e-003,4.71118933041677e-002
1.19398810446427e+003	4.96548730854687e-003,4.72756619170693e-002
1.19674053130724e+003	4.99968085259536e-003,4.74403072286078e-002
1.19949930314937e+003	5.03417480966836e-003,4.76058364214782e-002
1.20226443461741e+003	5.06897259012745e-003,4.77722567573688e-002
1.20503594037179e+003	5.10407765275772e-003,4.79395755780288e-002
1.20781383510678e+003	5.13949350559464e-003,4.81078003063550e-002
1.21059813355048e+003	5.17522370676504e-003,4.82769384474916e-002
1.21338885046497e+003	5.21127186534816e-003,4.84469975899534e-002
1.21618600064636e+003	5.24764164225036e-003,4.86179854067623e-002
1.21898959892486e+003	5.28433675110051e-003,4.87899096566048e-002
1.22179966016487e+003	5.32136095916141e-003,4.89627781850058e-002
1.22461619926504e+003	5.35871808826006e-003,4.91365989255244e-002
1.22743923115840e+003	5.39641201573691e-003,4.93113799009655e-002
1.23026877081238e+003	5.43444667541469e-003,4.94871292246150e-002
1.23310483322890e+003	5.47282605858590e-003,4.96638551014912e-002
1.23594743344450e+003	5.51155421502166e-003,4.98415658296189e-002
1.23879658653036e+003	5.55063525400032e-003,5.00202698013242e-002
1.24165230759241e+003	5.59007334535732e-003,5.01999755045495e-002
1.24451461177138e+003	5.62987272055721e-003,5.03806915241911e-002
1.24738351424294e+003	5.67003767378646e-003,5.05624265434574e-002
1.25025903021771e+003	5.71057256307114e-003,5.07451893452520e-002
1.25314117494141e+003	5.75148181141491e-003,5.09289888135759e-002
1.25602996369487e+003	5.79276990796317e-003,5.11138339349570e-002
1.25892541179416e+003	5.83444140919003e-003,5.12997337999001e-002
1.26182753459066e+003	5.87650094011031e-003,5.14866976043625e-002
1.26473634747115e+003	5.91895319551786e-003,5.16747346512541e-002
1.26765186585784e+003	5.96180294124860e-003,5.18638543519623e-002
1.27057410520854e+003	6.00505501547187e-003,5.20540662279031e-002
1.27350308101666e+003	6.04871433000639e-003,5.22453799120956e-002
1.27643880881134e+003	6.09278587166772e-003,5.24378051507676e-002
1.27938130415752e+003	6.13727470364170e-003,5.26313518049844e-002
1.28233058265601e+003	6.18218596688792e-003,5.28260298523053e-002
1.28528665994361e+003	6.22752488157336e-003,5.30218493884710e-002
1.28824955169313e+003	6.27329674853770e-003,5.32188206291171e-002
1.29121927361353e+003	6.31950695078854e-003,5.34169539115173e-002
1.29419584144998e+003	6.36616095502926e-003,5.36162596963559e-002
1.29717927098395e+003	6.41326431322197e-003,5.38167485695329e-002
1.30016957803328e+003	6.46082266418129e-003,5.40184312439959e-002
1.30316677845229e+003	6.50884173520539e-003,5.42213185616076e-002
1.30617088813183e+003	6.55732734374145e-003,5.44254214950425e-002
1.30918192299940e+003	6.60628539908770e-003,5.46307511497172e-002
1.31219989901920e+003	6.65572190413358e-003,5.48373187657560e-002
1.31522483219223e+003	6.70564295713770e-003,5.50451357199858e-002
1.31825673855640e+003	6.75605475354471e-003,5.52542135279705e-002
1.32129563418657e+003	6.80696358784390e-003,5.54645638460782e-002
1.32434153519466e+003	6.85837585546755e-003,5.56761984735850e-002
1.32739445772973e+003	6.91029805473329e-003,5.58891293548158e-002
1.33045441797808e+003	6.96273678882764e-003,5.61033685813217e-002
1.33352143216332e+003	7.01569876783710e-003,5.63189283940962e-002
1.33659551654643e+003	7.06919081082263e-003,5.65358211858311e-002
1.33967668742593e+003	7.12321984794173e-003,5.67540595032103e-002
1.34276496113786e+003	7.17779292261946e-003,5.69736560492462e-002
1.34586035405594e+003	7.23291719376713e-003,5.71946236856554e-002
1.34896288259165e+003	7.28859993805353e-003,5.74169754352786e-002
1.35207256319427e+003	7.34484855222662e-003,5.76407244845409e-002
1.35518941235103e+003	7.40167055548915e-003,5.78658841859596e-002
1.35831344658715e+003	7.45907359192887e-003,5.80924680606925e-002
1.36144468246594e+003	7.51706543300585e-003,5.83204898011352e-002
1.36458313658892e+003	7.57565398009419e-003,5.85499632735624e-002
1.36772882559584e+003	7.63484726708833e-003,5.87809025208203e-002
1.37088176616484e+003	7.69465346306421e-003,5.90133217650619e-002
1.37404197501251e+003	7.75508087500668e-003,5.92472354105373e-002
1.37720946889394e+003	7.81613795059953e-003,5.94826580464304e-002
1.38038426460288e+003	7.87783328108147e-003,5.97196044497495e-002
1.38356637897177e+003	7.94017560416884e-003,5.99580895882687e-002
1.38675582887188e+003	8.00317380704849e-003,6.01981286235239e-002
1.38995263121334e+003	8.06683692944133e-003,6.04397369138627e-002
1.39315680294529e+003	8.13117416674005e-003,6.06829300175509e-002
1.39636836105593e+003	8.19619487321894e-003,6.09277236959359e-002
1.39958732257261e+003	8.26190856532438e-003,6.11741339166640e-002
1.40281370456195e+003	8.32832492504255e-003,6.14221768569656e-002
1.40604752412990e+003	8.39545380334832e-003,6.16718689069908e-002
1.40928879842186e+003	8.46330522373892e-003,6.19232266732156e-002
1.41253754462274e+003	8.53188938585237e-003,6.21762669819034e-002
1.41579377995707e+003	8.60121666917571e-003,6.24310068826362e-002
1.41905752168908e+003	8.67129763684158e-003,6.26874636519089e-002
1.42232878712281e+003	8.74214303952028e-003,6.29456547967899e-002
1.42560759360218e+003	8.81376381940743e-003,6.32055980586525e-002
1.42889395851109e+003	8.88617111430855e-003,6.34673114169725e-002
1.43218789927353e+003	8.95937626182692e-003,6.37308130932004e-002
1.43548943335364e+003	9.03339080365467e-003,6.39961215547023e-002
1.43879857825583e+003	9.10822648997115e-003,6.42632555187803e-002
1.44211535152486e+003	9.18389528395204e-003,6.45322339567612e-002
1.44543977074592e+003	9.26040936639004e-003,6.48030760981687e-002
1.44877185354475e+003	9.33778114043559e-003,6.50758014349717e-002
1.45211161758773e+003	9.41602323645332e-003,6.53504297259126e-002
1.45545908058195e+003	9.49514851700517e-003,6.56269810009183e-002
1.45881426027534e+003	9.57517008195954e-003,6.59054755655959e-002
1.46217717445671e+003	9.65610127372917e-003,6.61859340058099e-002
1.46554784095590e+003	9.73795568264711e-003,6.64683771923531e-002
1.46892627764385e+003	9.82074715247827e-003,6.67528262857005e-002
1.47231250243271e+003	9.90448978607320e-003,6.70393027408575e-002
1.47570653327588e+003	9.98919795117136e-003,6.73278283123000e-002
1.47910838816819e+003	1.00748862863526e-002,6.76184250590088e-002
1.48251808514594e+003	1.01615697071437e-002,6.79111153496011e-002
1.48593564228699e+003	1.02492634122880e-002,6.82059218675598e-002
1.48936107771090e+003	1.03379828901765e-002,6.85028676165672e-002
1.49279440957898e+003	1.04277439254510e-002,6.88019759259348e-002
1.49623565609442e+003	1.05185626057799e-002,6.91032704561445e-002
1.49968483550236e+003	1.06104553288171e-002,6.94067752044937e-002
1.50314196609001e+003	1.07034388093425e-002,6.97125145108494e-002
1.50660706618673e+003	1.07975300865966e-002,7.00205130635174e-002
1.51008015416413e+003	1.08927465318111e-002,7.03307959052188e-002
1.51356124843619e+003	1.09891058559423e-002,7.06433884391922e-002
1.51705036745932e+003	1.10866261176141e-002,7.09583164354044e-002
1.52054752973248e+003	1.11853257312751e-002,7.12756060368907e-002
1.52405275379728e+003	1.12852234755801e-002,7.15952837662123e-002
1.52756605823806e+003	1.13863385020000e-002,7.19173765320455e-002
1.53108746168201e+003	1.14886903436654e-002,7.22419116358948e-002
1.53461698279928e+003	1.15922989244588e-002,7.25689167789415e-002
1.53815464030302e+003	1.16971845683536e-002,7.28984200690241e-002
1.54170045294954e+003	1.18033680090127e-002,7.32304500277529e-002
1.54525443953840e+003	1.19108703996583e-002,7.35650355977726e-002
1.54881661891247e+003	1.20197133232115e-002,7.39022061501573e-002
1.55238700995807e+003	1.21299188027213e-002,7.42419914919589e-002
1.55596563160506e+003	1.22415093120831e-002,7.45844218738971e-002
1.55955250282694e+003	1.23545077870647e-002,7.49295279982079e-002
1.56314764264094e+003	1.24689376366397e-002,7.52773410266394e-002
1.56675107010813e+003	1.25848227546477e-002,7.56278925886100e-002
1.57036280433354e+003	1.27021875317848e-002,7.59812147895243e-002
1.57398286446620e+003	1.28210568679401e-002,7.63373402192541e-002
1.57761126969933e+003	1.29414561848857e-002,7.66963019607867e-002
1.58124803927037e+003	1.30634114393340e-002,7.70581335990415e-002
1.58489319246110e+003	1.31869491363727e-002,7.74228692298621e-002
1.58854674859776e+003	1.33120963432926e-002,7.77905434691855e-002
1.59220872705115e+003	1.34388807038192e-002,7.81611914623888e-002
1.59587914723672e+003	1.35673304527592e-002,7.85348488938259e-002
1.59955802861465e+003	1.36974744310813e-002,7.89115519965422e-002
1.60324539069002e+003	1.38293421014407e-002,7.92913375621895e-002
1.60694125301286e+003	1.39629635641657e-002,7.96742429511314e-002
1.61064563517825e+003	1.40983695737191e-002,8.00603061027454e-002
1.61435855682647e+003	1.42355915556521e-002,8.04495655459282e-002
1.61808003764305e+003	1.43746616240679e-002,8.08420604098087e-002
1.62181009735891e+003	1.45156125996094e-002,8.12378304346670e-002
1.62554875575047e+003	1.46584780279932e-002,8.16369159830666e-002
1.62929603263970e+003	1.48032921991055e-002,8.20393580512078e-002
1.63305194789432e+003	1.49500901666787e-002,8.24451982804941e-002
1.63681652142779e+003	1.50989077685718e-002,8.28544789693293e-002
1.64058977319952e+003	1.52497816476738e-002,8.32672430851430e-002
1.64437172321491e+003	1.54027492734494e-002,8.36835342766392e-002
1.64816239152549e+003	1.55578489641562e-002,8.41033968862938e-002
1.65196179822900e+003	1.57151199097465e-002,8.45268759630821e-002
1.65576996346951e+003	1.58746021954896e-002,8.49540172754536e-002
1.65958690743754e+003	1.60363368263302e-002,8.53848673245516e-002
1.66341265037015e+003	1.62003657520141e-002,8.58194733576877e-002
1.66724721255104e+003	1.63667318930089e-002,8.62578833820674e-002
1.67109061431069e+003	1.65354791672441e-002,8.67001461787745e-002
1.67494287602642e+003	1.67066525177016e-002,8.71463113170192e-002
1.67880401812254e+003	1.68802979408938e-002,8.75964291686490e-002
1.68267406107045e+003	1.70564625162470e-002,8.80505509229295e-002
1.68655302538872e+003	1.72351944364374e-002,8.85087286015994e-002
1.69044093164324e+003	1.74165430387085e-002,8.89710150741977e-002
1.69433780044731e+003	1.76005588371995e-002,8.94374640736698e-002
1.69824365246172e+003	1.77872935563351e-002,8.99081302122555e-002
1.70215850839493e+003	1.79768001653036e-002,9.03830689976620e-002
1.70608238900310e+003	1.81691329136716e-002,9.08623368495225e-002
1.71001531509027e+003	1.83643473681695e-002,9.13459911161422e-002
1.71395730750840e+003	1.85625004507032e-002,9.18340900915391e-002
1.71790838715757e+003	1.87636504776216e-002,9.23266930327738e-002
1.72186857498598e+003	1.89678572003054e-002,9.28238601775751e-002
1.72583789199018e+003	1.91751818471090e-002,9.33256527622645e-002
1.72981635921508e+003	1.93856871667219e-002,9.38321330399697e-002
1.73380399775412e+003	1.95994374729929e-002,9.43433642991451e-002
1.73780082874935e+003	1.98164986912778e-002,9.48594108823810e-002
1.74180687339159e+003	2.00369384063661e-002,9.53803382055099e-002
1.74582215292048e+003	2.02608259120515e-002,9.59062127770175e-002
1.74984668862463e+003	2.04882322624047e-002,9.64371022177354e-002
1.75388050184174e+003	2.07192303248179e-002,9.69730752808369e-002
1.75792361395867e+003	2.09538948348833e-002,9.75142018721110e-002
1.76197604641161e+003	2.11923024531915e-002,9.80605530705359e-002
1.76603782068614e+003	2.14345318241045e-002,9.86122011491183e-002
1.77010895831740e+003	2.16806636365992e-002,9.91692195960204e-002
1.77418948089014e+003	2.19307806872520e-002,9.97316831359552e-002
1.77827941003890e+003	2.21849679454520e-002,1.00299667751837e-001
1.78237876744807e+003	2.24433126209335e-002,1.00873250706695e-001
1.78648757485203e+003	2.27059042337182e-002,1.01452510565827e-001
1.79060585403527e+003	2.29728346865603e-002,1.02037527219189e-001
1.79473362683250e+003	2.32441983400028e-002,1.02628381904006e-001
1.79887091512876e+003	2.35200920901418e-002,1.03225157227588e-001
1.80301774085954e+003	2.38006154492167e-002,1.03827937190346e-001
1.80717412601090e+003	2.40858706291274e-002,1.04436807208968e-001
1.81134009261958e+003	2.43759626280165e-002,1.05051854139768e-001
1.81551566277311e+003	2.46709993200267e-002,1.05673166302156e-001
1.81970085860996e+003	2.49710915483707e-002,1.06300833502230e-001
1.82389570231961e+003	2.52763532218419e-002,1.06934947056434e-001
1.82810021614272e+003	2.55869014149241e-002,1.07575599815290e-001
1.83231442237119e+003	2.59028564716310e-002,1.08222886187142e-001
1.83653834334832e+003	2.62243421132431e-002,1.08876902161890e-001
1.84077200146893e+003	2.65514855501004e-002,1.09537745334679e-001
1.84501541917945e+003	2.68844175976160e-002,1.10205514929482e-001
1.84926861897805e+003	2.72232727967042e-002,1.10880311822562e-001
1.85353162341478e+003	2.75681895387853e-002,1.11562238565731e-001
1.85780445509167e+003	2.79193101955795e-002,1.12251399409368e-001
1.86208713666284e+003	2.82767812538890e-002,1.12947900325137e-001
1.86637969083464e+003	2.86407534555769e-002,1.13651849028336e-001
1.87068214036577e+003	2.90113819429656e-002,1.14363354999792e-001
1.87499450806739e+003	2.93888264098897e-002,1.15082529507255e-001
1.87931681680324e+003	2.97732512586474e-002,1.15809485626179e-001
1.88364908948977e+003	3.01648257630992e-002,1.16544338259809e-001
1.88799134909627e+003	3.05637242381865e-002,1.17287204158476e-001
1.89234361864495e+003	3.09701262161421e-002,1.18038201937991e-001
1.89670592121112e+003	3.13842166296931e-002,1.18797452097013e-001
1.90107827992327e+003	3.18061860025468e-002,1.19565077033277e-001
1.90546071796322e+003	3.22362306474963e-002,1.20341201058535e-001
1.90985325856621e+003	3.26745528724668e-002,1.21125950412059e-001
1.91425592502106e+003	3.31213611948499e-002,1.21919453272548e-001
1.91866874067026e+003	3.35768705645127e-002,1.22721839768270e-001
1.92309172891013e+003	3.40413025958343e-002,1.23533241985233e-001
1.92752491319091e+003	3.45148858091944e-002,1.24353793973188e-001
1.93196831701689e+003	3.49978558823229e-002,1.25183631749243e-001
1.93642196394658e+003	3.54904559119494e-002,1.26022893298852e-001
1.94088587759275e+003	3.59929366862157e-002,1.26871718573889e-001
1.94536008162263e+003	3.65055569683327e-002,1.27730249487576e-001
1.94984459975802e+003	3.70285837919766e-002,1.28598629905905e-001
1.95433945577536e+003	3.75622927689572e-002,1.29477005635258e-001
1.95884467350596e+003	3.81069684097141e-002,1.30365524405860e-001
1.96336027683602e+003	3.86629044572037e-002,1.31264335850679e-001
1.96788628970681e+003	3.92304042347946e-002,1.32173591479349e-001
1.97242273611482e+003	3.98097810087860e-002,1.33093444646667e-001
1.97696964011183e+003	4.04013583662223e-002,1.34024050515190e-001
1.98152702580507e+003	4.10054706086918e-002,1.34965566011388e-001
1.98609491735734e+003	4.16224631628084e-002,1.35918149774774e-001
1.99067333898715e+003	4.22526930081670e-002,1.36881962099436e-001
1.99526231496885e+003	4.28965291235268e-002,1.37857164867252e-001
1.99986186963271e+003	4.35543529520554e-002,1.38843921472112e-001
2.00447202736513e+003	4.42265588864976e-002,1.39842396734335e-001
2.00909281260870e+003	4.49135547751509e-002,1.40852756804466e-001
2.01372424986236e+003	4.56157624495903e-002,1.41875169055527e-001
2.01836636368153e+003	4.63336182751209e-002,1.42909801962746e-001
2.02301917867824e+003	4.70675737249533e-002,1.43956824969695e-001
2.02768271952125e+003	4.78180959791802e-002,1.45016408339704e-001
2.03235701093619e+003	4.85856685496427e-002,1.46088722991284e-001
2.03704207770568e+003	4.93707919318295e-002,1.47173940316242e-001
2.04173794466950e+003	5.01739842850070e-002,1.48272231979018e-001
2.04644463672464e+003	5.09957821417962e-002,1.49383769695685e-001
2.05116217882553e+003	5.18367411485041e-002,1.50508724990917e-001
2.05589059598411e+003	5.26974368375111e-002,1.51647268931081e-001
2.06062991326997e+003	5.35784654330887e-002,1.52799571831464e-001
2.06538015581049e+003	5.44804446921012e-002,1.53965802935535e-001
2.07014134879101e+003	5.54040147809942e-002,1.55146130063845e-001
2.07491351745487e+003	5.63498391906349e-002,1.56340719230133e-001
2.07969668710366e+003	5.73186056905271e-002,1.57549734221879e-001
2.08449088309725e+003	5.83110273239803e-002,1.58773336142383e-001
2.08929613085400e+003	5.93278434459041e-002,1.60011682911208e-001
2.09411245585086e+003	6.03698208048305e-002,1.61264928719544e-001
2.09893988362349e+003	6.14377546708960e-002,1.62533223436771e-001
2.10377843976644e+003	6.25324700114847e-002,1.63816711964246e-001
2.10862814993325e+003	6.36548227162494e-002,1.65115533531929e-001
2.11348903983661e+003	6.48057008732534e-002,1.66429820933178e-001
2.11836113524846e+003	6.59860260979759e-002,1.67759699692645e-001
2.12324446200018e+003	6.71967549168626e-002,1.69105287161746e-001
2.12813904598267e+003	6.84388802071546e-002,1.70466691535819e-001
2.13304491314654e+003	6.97134326945964e-002,1.71844010786505e-001
2.13796208950219e+003	7.10214825106230e-002,1.73237331502443e-001
2.14289060112002e+003	7.23641408104962e-002,1.74646727630770e-001
2.14783047413050e+003	7.37425614537612e-002,1.76072259111301e-001
2.15278173472433e+003	7.51579427482715e-002,1.77513970394662e-001
2.15774440915263e+003	7.66115292587869e-002,1.78971888834878e-001
2.16271852372698e+003	7.81046136809893e-002,1.80446022946202e-001
2.16770410481966e+003	7.96385387814630e-002,1.81936360513160e-001
2.17270117886370e+003	8.12146994038549e-002,1.83442866541855e-001
2.17770977235312e+003	8.28345445410671e-002,1.84965481039711e-001
2.18272991184296e+003	8.44995794728581e-002,1.86504116609750e-001
2.18776162394951e+003	8.62113679676832e-002,1.88058655844459e-001
2.19280493535041e+003	8.79715345470243e-002,1.89628948503121e-001
2.19785987278478e+003	8.97817668096312e-002,1.91214808455244e-001
2.20292646305342e+003	9.16438178123438e-002,1.92816010371421e-001
2.20800473301886e+003	9.35595085030960e-002,1.94432286141501e-001
2.21309470960560e+003	9.55307302005905e-002,1.96063320998498e-001
2.21819641980018e+003	9.75594471137841e-002,1.97708749325044e-001
2.22330989065136e+003	9.96476988928585e-002,1.99368150117544e-001
2.22843514927026e+003	1.01797603201523e-001,2.01041042081390e-001
2.23357222283049e+003	1.04011358298565e-001,2.02726878328765e-001
2.23872113856830e+003	1.06291245614279e-001,2.04425040648624e-001
2.24388192378272e+003	1.08639632304740e-001,2.06134833316420e-001
2.24905460583574e+003	1.11058973763991e-001,2.07855476409040e-001
2.25423921215239e+003	1.13551816070855e-001,2.09586098588381e-001
2.25943577022093e+003	1.16120798343149e-001,2.11325729314667e-001
2.26464430759302e+003	1.18768654967942e-001,2.13073290448582e-001
2.26986485188378e+003	1.21498217671447e-001,2.14827587199082e-001
2.27509743077203e+003	1.24312417386659e-001,2.16587298371554e-001
2.28034207200037e+003	1.27214285870801e-001,2.18350965869202e-001
2.28559880337539e+003	1.30206957017373e-001,2.20116983398438e-001
2.29086765276773e+003	1.33293667800090e-001,2.21883584327697e-001
2.29614864811232e+003	1.36477758777021e-001,2.23648828647633e-001
2.30144181740846e+003	1.39762674073557e-001,2.25410588979866e-001
2.30674718872002e+003	1.43151960751987e-001,2.27166535581152e-001
2.31206479017555e+003	1.46649267463300e-001,2.28914120290159e-001
2.31739464996843e+003	1.50258342263514e-001,2.30650559365367e-001
2.32273679635706e+003	1.53983029462068e-001,2.32372815164904e-001
2.32809125766496e+003	1.57827265353490e-001,2.34077576622780e-001
2.33345806228096e+003	1.61795072665989e-001,2.35761238481341e-001
2.33883723865931e+003	1.65890553540956e-001,2.37419879246884e-001
2.34422881531987e+003	1.70117880836621e-001,2.39049237845012e-001
2.34963282084826e+003	1.74481287526275e-001,2.40644688964573e-001
2.35504928389596e+003	1.78985053937424e-001,2.42201217094694e-001
2.36047823318053e+003	1.83633492552331e-001,2.43713389278763e-001
2.36591969748571e+003	1.88430930063583e-001,2.45175326633182e-001
2.37137370566161e+003	1.93381686350054e-001,2.46580674707797e-001
2.37684028662483e+003	1.98490050010159e-001,2.47922572799977e-001
2.38231946935864e+003	2.03760250060263e-001,2.49193622376189e-001
2.38781128291313e+003	2.09196423378010e-001,2.50385854804518e-001
2.39331575640534e+003	2.14802577443546e-001,2.51490698659933e-001
2.39883291901944e+003	2.20582547907697e-001,2.52498946932000e-001
2.40436280000688e+003	2.26539950496141e-001,2.53400724543410e-001
2.40990542868654e+003	2.32678126745020e-001,2.54185456677914e-001
2.41546083444489e+003	2.39000083057435e-001,2.54841838518803e-001
2.42102904673613e+003	2.45508422575860e-001,2.55357807114823e-001
2.42661009508236e+003	2.52205269384335e-001,2.55720516219388e-001
2.43220400907376e+003	2.59092184591404e-001,2.55916315091583e-001
2.43781081836870e+003	2.66170073903174e-001,2.55930732402458e-001
2.44343055269392e+003	2.73439086381469e-001,2.55748466557092e-001
2.44906324184469e+003	2.80898504198519e-001,2.55353383918729e-001
2.45470891568498e+003	2.88546623354554e-001,2.54728526603012e-001
2.46036760414758e+003	2.96380625521960e-001,2.53856131693174e-001
2.46603933723429e+003	3.04396441426551e-001,2.52717663903943e-001
2.47172414501608e+003	3.12588606478368e-001,2.51293863884871e-001
2.47742205763323e+003	3.20950109725405e-001,2.49564814491491e-001
2.48313310529552e+003	3.29472237628638e-001,2.47510027452294e-001
2.48885731828234e+003	3.38144414646085e-001,2.45108552904677e-001
2.49459472694290e+003	3.46954043167018e-001,2.42339114245760e-001
2.50034536169638e+003	3.55886345948975e-001,2.39180270623427e-001
2.50610925303206e+003	3.64924214870961e-001,2.35610609156259e-001
2.51188643150953e+003	3.74048070508452e-001,2.31608968595575e-001
2.51767692775880e+003	3.83235737738344e-001,2.27154695604199e-001
2.52348077248052e+003	3.92462343261125e-001,2.22227934105390e-001
2.52929799644609e+003	4.01700241545455e-001,2.16809947233239e-001
2.53512863049785e+003	4.10918976206121e-001,2.10883470285082e-001
2.54097270554925e+003	4.20085284164986e-001,2.04433091736390e-001
2.54683025258499e+003	4.29163150050597e-001,1.97445657845380e-001
2.55270130266119e+003	4.38113918101228e-001,1.89910694678815e-001
2.55858588690559e+003	4.46896468279639e-001,1.81820839585611e-001
2.56448403651766e+003	4.55467462328561e-001,1.73172272303842e-001
2.57039578276881e+003	4.63781664046730e-001,1.63965134107512e-001
2.57632115700252e+003	4.71792336121358e-001,1.54203921800159e-001
2.58226019063454e+003	4.79451713420774e-001,1.43897842076695e-001
2.58821291515303e+003	4.86711549771209e-001,1.33061110948721e-001
2.59417936211876e+003	4.93523732000873e-001,1.21713182704303e-001
2.60015956316521e+003	4.99840951563451e-001,1.09878893379577e-001
2.60615354999884e+003	5.05617420528111e-001,9.75885050570181e-002
2.61216135439915e+003	5.10809615356771e-001,8.48776395277280e-002
2.61818300821893e+003	5.15377028923213e-001,7.17870929572521e-002
2.62421854338438e+003	5.19282908907130e-001,5.83625271030968e-002
2.63026799189532e+003	5.22494959254906e-001,4.46540371955382e-002
2.63633138582532e+003	5.24985981030136e-001,3.07156015917173e-002
2.64240875732189e+003	5.26734429813400e-001,1.66044234626344e-002
