Freq.	I(Ldrive)
1.16144861384034e+003	(-2.68213381936516e+001dB,8.42384103214193e+001°)
1.16412602941049e+003	(-2.67915019752379e+001dB,8.42194205065837e+001°)
1.16680961706096e+003	(-2.67616108527960e+001dB,8.42003351794880e+001°)
1.16949939101987e+003	(-2.67316644664475e+001dB,8.41811535816517e+001°)
1.17219536554813e+003	(-2.67016624533585e+001dB,8.41618749462412e+001°)
1.17489755493953e+003	(-2.66716044477095e+001dB,8.41424984979541e+001°)
1.17760597352080e+003	(-2.66414900806634e+001dB,8.41230234529013e+001°)
1.18032063565173e+003	(-2.66113189803339e+001dB,8.41034490184887e+001°)
1.18304155572516e+003	(-2.65810907717531e+001dB,8.40837743932955e+001°)
1.18576874816716e+003	(-2.65508050768390e+001dB,8.40639987669501e+001°)
1.18850222743701e+003	(-2.65204615143621e+001dB,8.40441213200059e+001°)
1.19124200802737e+003	(-2.64900596999121e+001dB,8.40241412238127e+001°)
1.19398810446427e+003	(-2.64595992458639e+001dB,8.40040576403883e+001°)
1.19674053130724e+003	(-2.64290797613429e+001dB,8.39838697222851e+001°)
1.19949930314937e+003	(-2.63985008521904e+001dB,8.39635766124575e+001°)
1.20226443461741e+003	(-2.63678621209281e+001dB,8.39431774441246e+001°)
1.20503594037179e+003	(-2.63371631667222e+001dB,8.39226713406320e+001°)
1.20781383510678e+003	(-2.63064035853470e+001dB,8.39020574153102e+001°)
1.21059813355048e+003	(-2.62755829691484e+001dB,8.38813347713324e+001°)
1.21338885046497e+003	(-2.62447009070064e+001dB,8.38605025015666e+001°)
1.21618600064636e+003	(-2.62137569842973e+001dB,8.38395596884297e+001°)
1.21898959892486e+003	(-2.61827507828551e+001dB,8.38185054037342e+001°)
1.22179966016487e+003	(-2.61516818809332e+001dB,8.37973387085357e+001°)
1.22461619926504e+003	(-2.61205498531647e+001dB,8.37760586529768e+001°)
1.22743923115840e+003	(-2.60893542705225e+001dB,8.37546642761277e+001°)
1.23026877081238e+003	(-2.60580947002788e+001dB,8.37331546058245e+001°)
1.23310483322890e+003	(-2.60267707059643e+001dB,8.37115286585051e+001°)
1.23594743344450e+003	(-2.59953818473264e+001dB,8.36897854390408e+001°)
1.23879658653036e+003	(-2.59639276802873e+001dB,8.36679239405667e+001°)
1.24165230759241e+003	(-2.59324077569010e+001dB,8.36459431443082e+001°)
1.24451461177138e+003	(-2.59008216253099e+001dB,8.36238420194040e+001°)
1.24738351424294e+003	(-2.58691688297016e+001dB,8.36016195227273e+001°)
1.25025903021771e+003	(-2.58374489102634e+001dB,8.35792745987018e+001°)
1.25314117494141e+003	(-2.58056614031376e+001dB,8.35568061791168e+001°)
1.25602996369487e+003	(-2.57738058403761e+001dB,8.35342131829371e+001°)
1.25892541179416e+003	(-2.57418817498930e+001dB,8.35114945161103e+001°)
1.26182753459066e+003	(-2.57098886554186e+001dB,8.34886490713709e+001°)
1.26473634747115e+003	(-2.56778260764510e+001dB,8.34656757280398e+001°)
1.26765186585784e+003	(-2.56456935282076e+001dB,8.34425733518215e+001°)
1.27057410520854e+003	(-2.56134905215765e+001dB,8.34193407945959e+001°)
1.27350308101666e+003	(-2.55812165630664e+001dB,8.33959768942093e+001°)
1.27643880881134e+003	(-2.55488711547560e+001dB,8.33724804742577e+001°)
1.27938130415752e+003	(-2.55164537942429e+001dB,8.33488503438686e+001°)
1.28233058265601e+003	(-2.54839639745917e+001dB,8.33250852974790e+001°)
1.28528665994361e+003	(-2.54514011842812e+001dB,8.33011841146082e+001°)
1.28824955169313e+003	(-2.54187649071509e+001dB,8.32771455596260e+001°)
1.29121927361353e+003	(-2.53860546223467e+001dB,8.32529683815182e+001°)
1.29419584144998e+003	(-2.53532698042663e+001dB,8.32286513136473e+001°)
1.29717927098395e+003	(-2.53204099225026e+001dB,8.32041930735068e+001°)
1.30016957803328e+003	(-2.52874744417880e+001dB,8.31795923624740e+001°)
1.30316677845229e+003	(-2.52544628219361e+001dB,8.31548478655558e+001°)
1.30617088813183e+003	(-2.52213745177841e+001dB,8.31299582511307e+001°)
1.30918192299940e+003	(-2.51882089791330e+001dB,8.31049221706859e+001°)
1.31219989901920e+003	(-2.51549656506880e+001dB,8.30797382585490e+001°)
1.31522483219223e+003	(-2.51216439719976e+001dB,8.30544051316150e+001°)
1.31825673855640e+003	(-2.50882433773919e+001dB,8.30289213890680e+001°)
1.32129563418657e+003	(-2.50547632959192e+001dB,8.30032856120974e+001°)
1.32434153519466e+003	(-2.50212031512832e+001dB,8.29774963636092e+001°)
1.32739445772973e+003	(-2.49875623617780e+001dB,8.29515521879304e+001°)
1.33045441797808e+003	(-2.49538403402226e+001dB,8.29254516105103e+001°)
1.33352143216332e+003	(-2.49200364938944e+001dB,8.28991931376125e+001°)
1.33659551654643e+003	(-2.48861502244615e+001dB,8.28727752560041e+001°)
1.33967668742593e+003	(-2.48521809279145e+001dB,8.28461964326371e+001°)
1.34276496113786e+003	(-2.48181279944967e+001dB,8.28194551143237e+001°)
1.34586035405594e+003	(-2.47839908086333e+001dB,8.27925497274064e+001°)
1.34896288259165e+003	(-2.47497687488601e+001dB,8.27654786774196e+001°)
1.35207256319427e+003	(-2.47154611877507e+001dB,8.27382403487468e+001°)
1.35518941235103e+003	(-2.46810674918419e+001dB,8.27108331042691e+001°)
1.35831344658715e+003	(-2.46465870215597e+001dB,8.26832552850083e+001°)
1.36144468246594e+003	(-2.46120191311425e+001dB,8.26555052097608e+001°)
1.36458313658892e+003	(-2.45773631685639e+001dB,8.26275811747278e+001°)
1.36772882559584e+003	(-2.45426184754540e+001dB,8.25994814531329e+001°)
1.37088176616484e+003	(-2.45077843870203e+001dB,8.25712042948373e+001°)
1.37404197501251e+003	(-2.44728602319659e+001dB,8.25427479259439e+001°)
1.37720946889394e+003	(-2.44378453324078e+001dB,8.25141105483944e+001°)
1.38038426460288e+003	(-2.44027390037933e+001dB,8.24852903395577e+001°)
1.38356637897177e+003	(-2.43675405548153e+001dB,8.24562854518115e+001°)
1.38675582887188e+003	(-2.43322492873258e+001dB,8.24270940121134e+001°)
1.38995263121334e+003	(-2.42968644962489e+001dB,8.23977141215645e+001°)
1.39315680294529e+003	(-2.42613854694916e+001dB,8.23681438549627e+001°)
1.39636836105593e+003	(-2.42258114878539e+001dB,8.23383812603492e+001°)
1.39958732257261e+003	(-2.41901418249368e+001dB,8.23084243585427e+001°)
1.40281370456195e+003	(-2.41543757470493e+001dB,8.22782711426658e+001°)
1.40604752412990e+003	(-2.41185125131141e+001dB,8.22479195776612e+001°)
1.40928879842186e+003	(-2.40825513745710e+001dB,8.22173675997974e+001°)
1.41253754462274e+003	(-2.40464915752796e+001dB,8.21866131161645e+001°)
1.41579377995707e+003	(-2.40103323514203e+001dB,8.21556540041585e+001°)
1.41905752168908e+003	(-2.39740729313928e+001dB,8.21244881109561e+001°)
1.42232878712281e+003	(-2.39377125357147e+001dB,8.20931132529777e+001°)
1.42560759360218e+003	(-2.39012503769166e+001dB,8.20615272153378e+001°)
1.42889395851109e+003	(-2.38646856594369e+001dB,8.20297277512860e+001°)
1.43218789927353e+003	(-2.38280175795142e+001dB,8.19977125816344e+001°)
1.43548943335364e+003	(-2.37912453250783e+001dB,8.19654793941729e+001°)
1.43879857825583e+003	(-2.37543680756387e+001dB,8.19330258430726e+001°)
1.44211535152486e+003	(-2.37173850021726e+001dB,8.19003495482749e+001°)
1.44543977074592e+003	(-2.36802952670099e+001dB,8.18674480948698e+001°)
1.44877185354475e+003	(-2.36430980237168e+001dB,8.18343190324575e+001°)
1.45211161758773e+003	(-2.36057924169772e+001dB,8.18009598744989e+001°)
1.45545908058195e+003	(-2.35683775824729e+001dB,8.17673680976501e+001°)
1.45881426027534e+003	(-2.35308526467605e+001dB,8.17335411410826e+001°)
1.46217717445671e+003	(-2.34932167271480e+001dB,8.16994764057896e+001°)
1.46554784095590e+003	(-2.34554689315675e+001dB,8.16651712538751e+001°)
1.46892627764385e+003	(-2.34176083584473e+001dB,8.16306230078281e+001°)
1.47231250243271e+003	(-2.33796340965808e+001dB,8.15958289497821e+001°)
1.47570653327588e+003	(-2.33415452249943e+001dB,8.15607863207545e+001°)
1.47910838816819e+003	(-2.33033408128110e+001dB,8.15254923198720e+001°)
1.48251808514594e+003	(-2.32650199191146e+001dB,8.14899441035783e+001°)
1.48593564228699e+003	(-2.32265815928093e+001dB,8.14541387848212e+001°)
1.48936107771090e+003	(-2.31880248724773e+001dB,8.14180734322253e+001°)
1.49279440957898e+003	(-2.31493487862353e+001dB,8.13817450692414e+001°)
1.49623565609442e+003	(-2.31105523515871e+001dB,8.13451506732811e+001°)
1.49968483550236e+003	(-2.30716345752743e+001dB,8.13082871748266e+001°)
1.50314196609001e+003	(-2.30325944531247e+001dB,8.12711514565249e+001°)
1.50660706618673e+003	(-2.29934309698972e+001dB,8.12337403522574e+001°)
1.51008015416413e+003	(-2.29541430991258e+001dB,8.11960506461894e+001°)
1.51356124843619e+003	(-2.29147298029582e+001dB,8.11580790717976e+001°)
1.51705036745932e+003	(-2.28751900319948e+001dB,8.11198223108738e+001°)
1.52054752973248e+003	(-2.28355227251222e+001dB,8.10812769925072e+001°)
1.52405275379728e+003	(-2.27957268093457e+001dB,8.10424396920406e+001°)
1.52756605823806e+003	(-2.27558011996178e+001dB,8.10033069300024e+001°)
1.53108746168201e+003	(-2.27157447986641e+001dB,8.09638751710157e+001°)
1.53461698279928e+003	(-2.26755564968063e+001dB,8.09241408226769e+001°)
1.53815464030302e+003	(-2.26352351717818e+001dB,8.08841002344119e+001°)
1.54170045294954e+003	(-2.25947796885608e+001dB,8.08437496963025e+001°)
1.54525443953840e+003	(-2.25541888991589e+001dB,8.08030854378843e+001°)
1.54881661891247e+003	(-2.25134616424481e+001dB,8.07621036269173e+001°)
1.55238700995807e+003	(-2.24725967439630e+001dB,8.07208003681253e+001°)
1.55596563160506e+003	(-2.24315930157048e+001dB,8.06791717019054e+001°)
1.55955250282694e+003	(-2.23904492559404e+001dB,8.06372136030041e+001°)
1.56314764264094e+003	(-2.23491642489997e+001dB,8.05949219791641e+001°)
1.56675107010813e+003	(-2.23077367650679e+001dB,8.05522926697353e+001°)
1.57036280433354e+003	(-2.22661655599746e+001dB,8.05093214442519e+001°)
1.57398286446620e+003	(-2.22244493749795e+001dB,8.04660040009749e+001°)
1.57761126969933e+003	(-2.21825869365533e+001dB,8.04223359653976e+001°)
1.58124803927037e+003	(-2.21405769561562e+001dB,8.03783128887141e+001°)
1.58489319246110e+003	(-2.20984181300109e+001dB,8.03339302462495e+001°)
1.58854674859776e+003	(-2.20561091388724e+001dB,8.02891834358499e+001°)
1.59220872705115e+003	(-2.20136486477936e+001dB,8.02440677762316e+001°)
1.59587914723672e+003	(-2.19710353058861e+001dB,8.01985785052897e+001°)
1.59955802861465e+003	(-2.19282677460777e+001dB,8.01527107783621e+001°)
1.60324539069002e+003	(-2.18853445848647e+001dB,8.01064596664501e+001°)
1.60694125301286e+003	(-2.18422644220599e+001dB,8.00598201543919e+001°)
1.61064563517825e+003	(-2.17990258405360e+001dB,8.00127871389908e+001°)
1.61435855682647e+003	(-2.17556274059652e+001dB,7.99653554270933e+001°)
1.61808003764305e+003	(-2.17120676665521e+001dB,7.99175197336177e+001°)
1.62181009735891e+003	(-2.16683451527640e+001dB,7.98692746795325e+001°)
1.62554875575047e+003	(-2.16244583770551e+001dB,7.98206147897794e+001°)
1.62929603263970e+003	(-2.15804058335850e+001dB,7.97715344911433e+001°)
1.63305194789432e+003	(-2.15361859979342e+001dB,7.97220281100657e+001°)
1.63681652142779e+003	(-2.14917973268120e+001dB,7.96720898704002e+001°)
1.64058977319952e+003	(-2.14472382577603e+001dB,7.96217138911075e+001°)
1.64437172321491e+003	(-2.14025072088526e+001dB,7.95708941838893e+001°)
1.64816239152549e+003	(-2.13576025783857e+001dB,7.95196246507585e+001°)
1.65196179822900e+003	(-2.13125227445672e+001dB,7.94678990815442e+001°)
1.65576996346951e+003	(-2.12672660651965e+001dB,7.94157111513287e+001°)
1.65958690743754e+003	(-2.12218308773408e+001dB,7.93630544178143e+001°)
1.66341265037015e+003	(-2.11762154970037e+001dB,7.93099223186199e+001°)
1.66724721255104e+003	(-2.11304182187891e+001dB,7.92563081685013e+001°)
1.67109061431069e+003	(-2.10844373155582e+001dB,7.92022051564965e+001°)
1.67494287602642e+003	(-2.10382710380803e+001dB,7.91476063429925e+001°)
1.67880401812254e+003	(-2.09919176146771e+001dB,7.90925046567077e+001°)
1.68267406107045e+003	(-2.09453752508605e+001dB,7.90368928915940e+001°)
1.68655302538872e+003	(-2.08986421289639e+001dB,7.89807637036504e+001°)
1.69044093164324e+003	(-2.08517164077662e+001dB,7.89241096076453e+001°)
1.69433780044731e+003	(-2.08045962221094e+001dB,7.88669229737502e+001°)
1.69824365246172e+003	(-2.07572796825090e+001dB,7.88091960240744e+001°)
1.70215850839493e+003	(-2.07097648747566e+001dB,7.87509208291024e+001°)
1.70608238900310e+003	(-2.06620498595164e+001dB,7.86920893040298e+001°)
1.71001531509027e+003	(-2.06141326719130e+001dB,7.86326932049938e+001°)
1.71395730750840e+003	(-2.05660113211124e+001dB,7.85727241251934e+001°)
1.71790838715757e+003	(-2.05176837898951e+001dB,7.85121734909008e+001°)
1.72186857498598e+003	(-2.04691480342212e+001dB,7.84510325573521e+001°)
1.72583789199018e+003	(-2.04204019827876e+001dB,7.83892924045227e+001°)
1.72981635921508e+003	(-2.03714435365771e+001dB,7.83269439327750e+001°)
1.73380399775412e+003	(-2.03222705683994e+001dB,7.82639778583795e+001°)
1.73780082874935e+003	(-2.02728809224233e+001dB,7.82003847089034e+001°)
1.74180687339159e+003	(-2.02232724137010e+001dB,7.81361548184622e+001°)
1.74582215292048e+003	(-2.01734428276831e+001dB,7.80712783228288e+001°)
1.74984668862463e+003	(-2.01233899197251e+001dB,7.80057451543965e+001°)
1.75388050184174e+003	(-2.00731114145849e+001dB,7.79395450369895e+001°)
1.75792361395867e+003	(-2.00226050059118e+001dB,7.78726674805192e+001°)
1.76197604641161e+003	(-1.99718683557248e+001dB,7.78051017754736e+001°)
1.76603782068614e+003	(-1.99208990938837e+001dB,7.77368369872425e+001°)
1.77010895831740e+003	(-1.98696948175487e+001dB,7.76678619502666e+001°)
1.77418948089014e+003	(-1.98182530906317e+001dB,7.75981652620077e+001°)
1.77827941003890e+003	(-1.97665714432376e+001dB,7.75277352767315e+001°)
1.78237876744807e+003	(-1.97146473710957e+001dB,7.74565600990978e+001°)
1.78648757485203e+003	(-1.96624783349808e+001dB,7.73846275775501e+001°)
1.79060585403527e+003	(-1.96100617601248e+001dB,7.73119252974995e+001°)
1.79473362683250e+003	(-1.95573950356181e+001dB,7.72384405742922e+001°)
1.79887091512876e+003	(-1.95044755138002e+001dB,7.71641604459561e+001°)
1.80301774085954e+003	(-1.94513005096403e+001dB,7.70890716657149e+001°)
1.80717412601090e+003	(-1.93978673001079e+001dB,7.70131606942674e+001°)
1.81134009261958e+003	(-1.93441731235319e+001dB,7.69364136918149e+001°)
1.81551566277311e+003	(-1.92902151789497e+001dB,7.68588165098340e+001°)
1.81970085860996e+003	(-1.92359906254454e+001dB,7.67803546825830e+001°)
1.82389570231961e+003	(-1.91814965814774e+001dB,7.67010134183339e+001°)
1.82810021614272e+003	(-1.91267301241957e+001dB,7.66207775903150e+001°)
1.83231442237119e+003	(-1.90716882887471e+001dB,7.65396317273600e+001°)
1.83653834334832e+003	(-1.90163680675709e+001dB,7.64575600042465e+001°)
1.84077200146893e+003	(-1.89607664096829e+001dB,7.63745462317165e+001°)
1.84501541917945e+003	(-1.89048802199497e+001dB,7.62905738461656e+001°)
1.84926861897805e+003	(-1.88487063583507e+001dB,7.62056258989850e+001°)
1.85353162341478e+003	(-1.87922416392307e+001dB,7.61196850455501e+001°)
1.85780445509167e+003	(-1.87354828305416e+001dB,7.60327335338363e+001°)
1.86208713666284e+003	(-1.86784266530731e+001dB,7.59447531926488e+001°)
1.86637969083464e+003	(-1.86210697796732e+001dB,7.58557254194532e+001°)
1.87068214036577e+003	(-1.85634088344593e+001dB,7.57656311677901e+001°)
1.87499450806739e+003	(-1.85054403920183e+001dB,7.56744509342595e+001°)
1.87931681680324e+003	(-1.84471609765969e+001dB,7.55821647450535e+001°)
1.88364908948977e+003	(-1.83885670612836e+001dB,7.54887521420260e+001°)
1.88799134909627e+003	(-1.83296550671799e+001dB,7.53941921682754e+001°)
1.89234361864495e+003	(-1.82704213625638e+001dB,7.52984633532262e+001°)
1.89670592121112e+003	(-1.82108622620444e+001dB,7.52015436971838e+001°)
1.90107827992327e+003	(-1.81509740257086e+001dB,7.51034106553484e+001°)
1.90546071796322e+003	(-1.80907528582603e+001dB,7.50040411212600e+001°)
1.90985325856621e+003	(-1.80301949081527e+001dB,7.49034114096549e+001°)
1.91425592502106e+003	(-1.79692962667147e+001dB,7.48014972387125e+001°)
1.91866874067026e+003	(-1.79080529672710e+001dB,7.46982737116595e+001°)
1.92309172891013e+003	(-1.78464609842582e+001dB,7.45937152977159e+001°)
1.92752491319091e+003	(-1.77845162323368e+001dB,7.44877958123484e+001°)
1.93196831701689e+003	(-1.77222145655005e+001dB,7.43804883968053e+001°)
1.93642196394658e+003	(-1.76595517761832e+001dB,7.42717654969054e+001°)
1.94088587759275e+003	(-1.75965235943662e+001dB,7.41615988410463e+001°)
1.94536008162263e+003	(-1.75331256866853e+001dB,7.40499594174023e+001°)
1.94984459975802e+003	(-1.74693536555407e+001dB,7.39368174502796e+001°)
1.95433945577536e+003	(-1.74052030382103e+001dB,7.38221423755919e+001°)
1.95884467350596e+003	(-1.73406693059687e+001dB,7.37059028154171e+001°)
1.96336027683602e+003	(-1.72757478632132e+001dB,7.35880665516042e+001°)
1.96788628970681e+003	(-1.72104340465993e+001dB,7.34686004983820e+001°)
1.97242273611482e+003	(-1.71447231241884e+001dB,7.33474706739341e+001°)
1.97696964011183e+003	(-1.70786102946087e+001dB,7.32246421708933e+001°)
1.98152702580507e+003	(-1.70120906862335e+001dB,7.31000791257083e+001°)
1.98609491735734e+003	(-1.69451593563795e+001dB,7.29737446868424e+001°)
1.99067333898715e+003	(-1.68778112905272e+001dB,7.28456009817431e+001°)
1.99526231496885e+003	(-1.68100414015684e+001dB,7.27156090825388e+001°)
1.99986186963271e+003	(-1.67418445290833e+001dB,7.25837289704065e+001°)
2.00447202736513e+003	(-1.66732154386523e+001dB,7.24499194985499e+001°)
2.00909281260870e+003	(-1.66041488212064e+001dB,7.23141383537335e+001°)
2.01372424986236e+003	(-1.65346392924207e+001dB,7.21763420163069e+001°)
2.01836636368153e+003	(-1.64646813921572e+001dB,7.20364857186533e+001°)
2.02301917867824e+003	(-1.63942695839620e+001dB,7.18945234019995e+001°)
2.02768271952125e+003	(-1.63233982546228e+001dB,7.17504076715114e+001°)
2.03235701093619e+003	(-1.62520617137943e+001dB,7.16040897496011e+001°)
2.03704207770568e+003	(-1.61802541936978e+001dB,7.14555194273726e+001°)
2.04173794466950e+003	(-1.61079698489035e+001dB,7.13046450141180e+001°)
2.04644463672464e+003	(-1.60352027562045e+001dB,7.11514132847888e+001°)
2.05116217882553e+003	(-1.59619469145895e+001dB,7.09957694253443e+001°)
2.05589059598411e+003	(-1.58881962453282e+001dB,7.08376569758921e+001°)
2.06062991326997e+003	(-1.58139445921763e+001dB,7.06770177715250e+001°)
2.06538015581049e+003	(-1.57391857217141e+001dB,7.05137918807452e+001°)
2.07014134879101e+003	(-1.56639133238312e+001dB,7.03479175413861e+001°)
2.07491351745487e+003	(-1.55881210123712e+001dB,7.01793310939091e+001°)
2.07969668710366e+003	(-1.55118023259497e+001dB,7.00079669119698e+001°)
2.08449088309725e+003	(-1.54349507289657e+001dB,6.98337573301364e+001°)
2.08929613085400e+003	(-1.53575596128189e+001dB,6.96566325686299e+001°)
2.09411245585086e+003	(-1.52796222973562e+001dB,6.94765206549697e+001°)
2.09893988362349e+003	(-1.52011320325662e+001dB,6.92933473423841e+001°)
2.10377843976644e+003	(-1.51220820005436e+001dB,6.91070360248492e+001°)
2.10862814993325e+003	(-1.50424653177485e+001dB,6.89175076486185e+001°)
2.11348903983661e+003	(-1.49622750375870e+001dB,6.87246806200899e+001°)
2.11836113524846e+003	(-1.48815041533395e+001dB,6.85284707098589e+001°)
2.12324446200018e+003	(-1.48001456014705e+001dB,6.83287909528044e+001°)
2.12813904598267e+003	(-1.47181922653495e+001dB,6.81255515440361e+001°)
2.13304491314654e+003	(-1.46356369794215e+001dB,6.79186597305425e+001°)
2.13796208950219e+003	(-1.45524725338646e+001dB,6.77080196983619e+001°)
2.14289060112002e+003	(-1.44686916797776e+001dB,6.74935324551032e+001°)
2.14783047413050e+003	(-1.43842871349419e+001dB,6.72750957076328e+001°)
2.15278173472433e+003	(-1.42992515902076e+001dB,6.70526037347377e+001°)
2.15774440915263e+003	(-1.42135777165573e+001dB,6.68259472545837e+001°)
2.16271852372698e+003	(-1.41272581729040e+001dB,6.65950132867714e+001°)
2.16770410481966e+003	(-1.40402856146865e+001dB,6.63596850087960e+001°)
2.17270117886370e+003	(-1.39526527033292e+001dB,6.61198416067164e+001°)
2.17770977235312e+003	(-1.38643521166386e+001dB,6.58753581198373e+001°)
2.18272991184296e+003	(-1.37753765602157e+001dB,6.56261052792077e+001°)
2.18776162394951e+003	(-1.36857187799697e+001dB,6.53719493397475e+001°)
2.19280493535041e+003	(-1.35953715758233e+001dB,6.51127519058043e+001°)
2.19785987278478e+003	(-1.35043278167118e+001dB,6.48483697499690e+001°)
2.20292646305342e+003	(-1.34125804569800e+001dB,6.45786546249667e+001°)
2.20800473301886e+003	(-1.33201225542953e+001dB,6.43034530684609e+001°)
2.21309470960560e+003	(-1.32269472892008e+001dB,6.40226062006232e+001°)
2.21819641980018e+003	(-1.31330479864441e+001dB,6.37359495143373e+001°)
2.22330989065136e+003	(-1.30384181382265e+001dB,6.34433126579189e+001°)
2.22843514927026e+003	(-1.29430514295315e+001dB,6.31445192102785e+001°)
2.23357222283049e+003	(-1.28469417656994e+001dB,6.28393864484664e+001°)
2.23872113856830e+003	(-1.27500833024324e+001dB,6.25277251075856e+001°)
2.24388192378272e+003	(-1.26524704784251e+001dB,6.22093391331098e+001°)
2.24905460583574e+003	(-1.25540980508330e+001dB,6.18840254256836e+001°)
2.25423921215239e+003	(-1.24549611338035e+001dB,6.15515735785504e+001°)
2.25943577022093e+003	(-1.23550552403158e+001dB,6.12117656078361e+001°)
2.26464430759302e+003	(-1.22543763275890e+001dB,6.08643756759785e+001°)
2.26986485188378e+003	(-1.21529208463387e+001dB,6.05091698087117e+001°)
2.27509743077203e+003	(-1.20506857941844e+001dB,6.01459056061244e+001°)
